Keys,Values
Tên TCPH:,"
Công ty cổ phần Xi măng Hồng Phong
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xi măng Hồng Phong
Mã chứng khoán:,LCC
Mã ISIN:,VN000000LCC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 61/2010/GCNCP-VSD do VSD cấp lần đầu ngày 17/03/2010, Số 61/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 27/10/1027"
Tổng số chứng khoán đăng ký:,5.838.999 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,58.389.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
