Keys,Values
Tên TCPH:,"
Công ty cổ phần Kim Khí TP.Hồ Chí Minh – Vnsteel
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kim Khí TP.Hồ Chí Minh – Vnsteel
Mã chứng khoán:,HMC
Mã ISIN:,VN000000HMC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 51/2008/GCNCP-CNTTLK do VSD cấp lần đầu ngày 13/12/2006, số 51/2008/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 24/04/2017"
Tổng số chứng khoán đăng ký:,21.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,210.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
