Keys,Values
Tên TCPH:,"
CTCP Xây dựng và Phát triển Đô thị tỉnh Bà Rịa - Vũng Tàu
"
Tên chứng khoán:,Cổ phiếu CTCP Xây dựng và Phát triển Đô thị tỉnh Bà Rịa - Vũng Tàu
Mã chứng khoán:,UDC
Mã ISIN:,VN000000UDC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 144/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 25/06/2010
Tổng số chứng khoán đăng ký:,35.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,350.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
