Keys,Values
Tên TCPH:,"
Tập đoàn Vingroup – Công ty CP
"
Tên chứng khoán:,Trái phiếu VIC032019
Mã chứng khoán:,VIC11707
Mã ISIN:,VN0VIC117073
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 52/2017/GCNTP-VSD do VSD cấp ngày 19/05/2017
Tổng số chứng khoán đăng ký:,10.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"02 kỳ hạn 06 tháng đầu tiên: 10,5%/năm. Mỗi kỳ hạn 06 tháng tiếp theo: Tổng của 4,0%/năm và lãi suất tham chiếu"
Cách thức trả lãi:,"Lãi được trả sau, định kỳ vào ngày tròn 06 tháng từ ngày phát hành. Tiền gốc được thanh toán một lần bằng mệnh giá vào ngày đáo hạn "
Kỳ hạn:,02 năm
Ngày phát hành:,31/03/2017
Ngày đáo hạn:,31/03/2019
Nơi quản lý tại VSD:,Trụ sở chính
