Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam
Mã chứng khoán:,BIC
Mã ISIN:,VN000000BIC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 35/2011/GCNCP-VSD do VSD cấp lần đầu ngày 23/05/2011, số 35/2011/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 05/01/2016"
Tổng số chứng khoán đăng ký:,117.276.895 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.172.768.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
