Keys,Values
Tên TCPH:,"
Công ty cổ phần Dinh dưỡng Nông nghiệp Quốc tế
"
Tên chứng khoán:,Trái phiếu ANCO09202101
Mã chứng khoán:,ANC11607
Mã ISIN:,VN0ANC116073
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số: 58/2018/GCNTP-VSD do VSD cấp ngày 10/12/2018
Tổng số chứng khoán đăng ký:,7.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,700.000.000.000 đồng
Hình thức phát hành:,Trái phiếu được phát hành riêng lẻ thông qua phương thức bảo lãnh phát hành theo hình thức cố gắng tối đa
Lãi suất:,"+ Lãi suất đối với 02 kỳ hạn 06 tháng đầu tiên: 8,0%/năm
+ Lãi suất cho mỗi kỳ hạn 06 tháng tiếp theo: Tổng của 3,0%/năm và lãi suất tham chiếu là trung bình cộng của các mức lãi suất tiền gửi tiết kiệm cá nhân (trả lãi sau) kỳ hạn 12 tháng (hoặc tương đương) bằng đồng Việt Nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam (áp dụng tại Chi nhánh Sở Giao dịch 1), Ngân hàng TMCP Ngoại thương Việt Nam (áp dụng tại Sở Giao dịch), Ngân hàng TMCP Công thương Việt Nam (áp dụng tại Chi nhánh 1 TP. Hồ Chí Minh) và Ngân hàng NN&PTNN Việt Nam (áp dụng tại Sở Giao dịch) công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Thanh toán định kỳ 06 tháng/lần bằng hình thức chuyển khoản
Kỳ hạn:,5 năm
Ngày phát hành:,01/09/2016
Ngày đáo hạn:,01/09/2021
Nơi quản lý tại VSD:,Chi nhánh
