Keys,Values
Tên TCPH:,"
Công Ty Cổ Phần Vật Tư - Xăng Dầu
"
Tên chứng khoán:,Cổ Phiếu CTCP Vật Tư - Xăng Dầu
Mã chứng khoán:,COM
Mã ISIN:,VN000000COM6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 20/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 01/08/2006
Tổng số chứng khoán đăng ký:,14.120.628 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,141.206.280.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
