Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Nhơn Trạch
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Nhơn Trạch
Mã chứng khoán:,NTW
Mã ISIN:,VN000000NTW1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 65/2011/GCNCP-VSD do VSD cấp lần đầu ngày 03/10/2011, số 65/2011/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 03/08/2017"
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
