Keys,Values
Tên TCPH:,"
Tổng công ty May Hưng Yên – Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng công ty May Hưng Yên – Công ty cổ phần
Mã chứng khoán:,HUG
Mã ISIN:,VN000000HUG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 218/2017/GCNCP-VSD do VSD cấp ngày 29/11/2017, số 218/2017/GCNCP-VSD-1 cấp thay đổi lần thứ 01 ngày 26/8/2020"
Tổng số chứng khoán đăng ký:,13.550.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,135.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
