Keys,Values
Tên TCPH:,"
Công ty cổ phần Điện Mặt trời Trung Nam
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần Điện Mặt trời Trung Nam
Mã chứng khoán:,TSP119001
Mã ISIN:,VNTSP1190010
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 23/2020/GCNTP-VSD do VSD cấp lần đầu ngày 18/08/2020
Tổng số chứng khoán đăng ký:,4.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ
Lãi suất:,"+ Lãi suất áp dụng cho 04 kỳ tính lãi đầu tiên (năm đầu tiên) là: 10,5%/năm;
+ Mức lãi suất cho các kỳ tính lãi tiếp theo sẽ bằng tổng của biên độ 3,5%/năm và lãi suất tiền gửi tiết kiệm cá nhân kỳ hạn 24 tháng bằng đồng Việt Nam trả lãi sau của Ngân hàng TMCP Quân đội công bố tại website chính thức vào thời điểm 11:00 giờ sáng ngày xác định lãi suất.
"
Cách thức trả lãi:,"Tiền lãi trái phiếu của mỗi kỳ tính lãi sẽ được thanh toán sau, định kỳ 03 tháng/lần và các ngày tròn 03 tháng kể từ ngày phát hành/ngày trả lãi gần nhất theo Hợp đồng đặt mua trái phiếu"
Kỳ hạn:,7 năm
Ngày phát hành:,29/01/2019
Ngày đáo hạn:,29/01/2026
Nơi quản lý tại VSD:,Chi nhánh
