Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư Tài chính Giáo dục
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Tài chính Giáo dục
Mã chứng khoán:,EFI
Mã ISIN:,VN000000EFI8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 57/2009/GCNCP-VSD do TTLKCK Việt Nam cấp cấp lần đầu ngày 18/09/2009,  số 57/2009/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 29/03/2017"
Tổng số chứng khoán đăng ký:,10.880.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,108.800.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
