Keys,Values
Tên TCPH:,"
CTCP Quốc Cường Gia Lai
"
Tên chứng khoán:,Cổ phiếu CTCP Quốc Cường Gia Lai
Mã chứng khoán:,QCG
Mã ISIN:,VN000000QCG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 177/2010/GCNCP-VSD-4 do VSD cấp lần đầu ngày 23/07/2010 và cấp thay đổi lần 4 ngày 6/3/2015
Tổng số chứng khoán đăng ký:,275.129.310 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.751.293.100.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
