Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Hà Đô
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn Hà Đô
Mã chứng khoán:,HDG
Mã ISIN:,VN000000HDG0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 06/2010/GCNCP-CNVSD do VSD cấp lần đầu ngày 15/01/2010, Số: 85/2010/GCNCP-VSD-14 cấp thay đổi lần 14 ngày 02/03/2022"
Tổng số chứng khoán đăng ký:,203.838.815 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.038.388.150.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
