Keys,Values
Tên TCPH:,"
Tổng công ty Đầu tư Nước và  Môi trường Việt Nam - CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP
Mã chứng khoán:,VIW
Mã ISIN:,VN000000VIW7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 190/2017/GCNCP-VSD ngày 11/10/2017
Tổng số chứng khoán đăng ký:,58.018.600 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,580.186.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
