Keys,Values
Tên TCPH:,"
Công ty cổ phần Trung Đô
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Trung Đô
Mã chứng khoán:,TDF
Mã ISIN:,VN000000TDF7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 18/2020/GCNCP-VSD do VSD cấp ngày 20/03/2020; số 18/2020/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 09/12/2020 
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,300.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
