Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu CIIB2024009
Mã chứng khoán:,CII120018
Mã ISIN:,VNCII1200183
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 12/2021/GCNTP-VSD do VSD cấp lần đầu ngày 23/04/2021
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Trái phiếu được phát hành ra công chúng
Lãi suất:,"+ Lãi suất cho 4 kỳ tính lãi đầu tiên: Lãi suất cố định 10,3%/năm; và

+ Lãi suất cho mỗi kỳ tính lãi còn lại: Lãi suất thả nổi bằng tổng của 4,025%/năm và lãi suất tham chiếu của kỳ tính lãi đó. Trong đó, lãi suất tham chiếu có nghĩa, đối với mỗi kỳ tính lãi sau 4 kỳ tính lãi đầu tiên, là trung bình cộng của lãi suất tiền gửi tiết kiệm áp dụng đối với khách hàng cá nhân với lãi trả sau bằng tiền đồng kỳ hạn 12 tháng (hoặc tương đương) do Ngân hàng TMCP Công thương Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Đầu tư và Phát triển Việt Nam và Ngân hàng TMCP Kỹ thương Việt Nam công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,42 tháng
Ngày phát hành:,28/12/2020
Ngày đáo hạn:,28/06/2024
Nơi quản lý tại VSD:,Chi nhánh
