Keys,Values
Tên TCPH:,"
Công ty cổ phần Kim loại màu Thái Nguyên - Vimico
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kim loại màu Thái Nguyên - Vimico
Mã chứng khoán:,TMG
Mã ISIN:,VN000000TMG6
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 99/2016/GCNCP-VSD do VSD cấp lần đầu ngày 15/09/2016
Tổng số chứng khoán đăng ký:,18.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,180.000.000.000 đồng
Hình thức đăng ký:, Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
