Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.KDH.KIS.M.CA.T.07
Mã chứng quyền:,CKDH2201
Mã ISIN:,VN0CKDH22018
Mã chứng khoán cơ sở:,KDH
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty CP đầu tư và kinh doanh nhà Khang Điền
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,9 tháng
Ngày đáo hạn:,05/10/2022
Tỷ lệ chuyển đổi:,8:1
Giá thực hiện:,61.618  đồng
Giá phát hành lần đầu:,1.500  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số 21/2022/GCNCW-VSD do VSD cấp ngày 18/01/2022
Số lượng chứng quyền đăng ký lần đầu tại VSD:,4.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,6.000.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,4.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
