Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH
Mã chứng khoán:,QHB071225
Mã ISIN:,VNQHB0712250
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,70/2007/GCNTP-TTLK cấp ngày 25/10/2007
Tổng số chứng khoán đăng ký:,4.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,400.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8%/năm
Cách thức trả lãi:,
Kỳ hạn:,5 năm
Ngày phát hành:,17/10/2007
Ngày đáo hạn:,17/10/2012
Nơi quản lý tại VSD:,Trụ sở chính
