Keys,Values
Tên TCPH:,"
Công ty Cổ phần Đầu tư và Thương mại TNG
"
Tên chứng khoán:,Trái phiếu CTCP Đầu tư và Thương mại TNG năm 2019
Mã chứng khoán:,TNG119007
Mã ISIN:,VNTNG1190077
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,1.000.000.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  53/2020/GCNTP-VSD do VSD cấp lần đầu ngày 21/12/2020
Tổng số chứng khoán đăng ký:,136 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,136.000.000.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"11,5%/năm"
Cách thức trả lãi:,Tổ chức phát hành chuyển khoản vào ngày đến hạn thanh toán lãi vào tài khoản đăng ký của Người sở hữu trái phiếu có tên trong Sổ đăng ký tại ngày chốt danh sách.
Kỳ hạn:,03 năm
Ngày phát hành:,25/10/2019
Ngày đáo hạn:,25/10/2022
Nơi quản lý tại VSD:,Trụ sở chính
