Keys,Values
Tên TCPH:,"
Công ty cổ phần Kho Vận Miền Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Kho Vận Miền Nam
Mã chứng khoán:,STG
Mã ISIN:,VN000000STG3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 18/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp lần đầu ngày 01/02/2010, Số:18/2010/GCNCP-VSD-4 cấp thay đổi lần 04 ngày ngày 23/01/2019"
Tổng số chứng khoán đăng ký:,98.253.357 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,982.533.570.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
