Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Phát triển Sóc Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Phát triển Sóc Sơn
Mã chứng khoán:,DPS
Mã ISIN:,VN000000DPS8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 18/2015/GCNCP-VSD do VSD cấp ngày 09/4/2015, số 18/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 12/02/2017"
Tổng số chứng khoán đăng ký:,31.085.257 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,310.852.570.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
