Keys,Values
Tên TCPH:,"
Công ty cổ phần Vinhomes
"
Tên chứng khoán:,Trái phiếu VHMB2124002
Mã chứng khoán:,VHM121024
Mã ISIN:,VNVHM1210244
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  58/2021/GCNTP-VSD do VSD cấp lần đầu ngày 30/11/2021
Tổng số chứng khoán đăng ký:,22.800.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.280.000.000.000 đồng
Hình thức phát hành:,"Trái phiếu được phát hành ra công chúng thông qua hình thức bảo lãnh phát hành trên cơ sở cố gắng tối đa theo quy định của Luật Chứng khoán số 54/2019/QH14 ngày 26/11/2019, Nghị định 155/2020/NĐ-CP ngày 31/12/2020 và Thông tư số 118/2020/TT-BTC ngày 31/12/2020 của Bộ Tài chính"
Lãi suất:,"+ Đối với 04 kỳ tính lãi đầu tiên: Lãi suất cố định bằng 8,8%/năm; và
+ Đối với các kỳ tính lãi còn lại: lãi suất thả nổi được tính bằng tổng của 2,8%/năm và lãi suất tham chiếu. Trong đó, lãi suất tham chiếu là trung bình cộng các mức lãi suất tiền gửi tiết kiệm áp dụng cho khách hàng cá nhân, kỳ hạn 12 tháng bằng đồng Việt nam do Ngân hàng TMCP Đầu tư và Phát triển Việt Nam, Ngân hàng TMCP Ngoại thương Việt Nam, Ngân hàng TMCP Công thương Việt Nam và Ngân hàng TMCP Kỹ Thương Việt Nam công bố vào ngày xác định lãi suất có liên quan. Kỳ tính lãi là mỗi kỳ hạn kéo dài 3 tháng liên tục từ ngày phát hành đến ngày đáo hạn."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,36 tháng
Ngày phát hành:,25/10/2021
Ngày đáo hạn:,25/10/2024
Nơi quản lý tại VSD:,Trụ sở chính
