Keys,Values
Tên TCPH:,"
Công ty cổ phần Quản lý quỹ Kỹ Thương
"
Tên chứng khoán:,Chứng chỉ Quỹ Đầu tư Bất động sản Techcom Việt Nam
Mã chứng khoán:,FUCVREIT
Mã ISIN:,VN0FUCVREIT6
Loại chứng khoán:,Chứng chỉ quỹ
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận đăng ký chứng chỉ quỹ:,"Số: 02/2016/GCNCCQ-VSD do VSD cấp lần đầu ngày 26/07/2016, Số: 02/2016/GCNCCQ-VSD-1 cấp thay đổi lần 1 ngày 07/03/2019"
Tổng số chứng khoán đăng ký:,5.000.000 Chứng chỉ quỹ
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
