Keys,Values
Tên TCPH:,"
Công ty cổ phần Thông tin Tín hiệu Đường sắt Vinh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thông tin Tín hiệu Đường sắt Vinh
Mã chứng khoán:,TTV
Mã ISIN:,VN000000TTV0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 101/2016/GCNCP-VSD do VSD cấp lần đầu ngày 19/09/2016
Tổng số chứng khoán đăng ký:,1.313.800 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,13.138.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
