Keys,Values
Tên TCPH:,"
Công ty cổ phần Damsan
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Damsan
Mã chứng khoán:,ADS
Mã ISIN:,VN000000ADS0
Loại chứng khoán:,cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 36/2016/GCNCP-VSD do VSD cấp ngày 25/04/2016, Số 36/2016/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 05/10/2020"
Tổng số chứng khoán đăng ký:,38.069.450 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,380.694.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
