Keys,Values
Tên TCPH:,"
Công ty cổ phần Phú Tài
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phú Tài
Mã chứng khoán:,PTB
Mã ISIN:,VN000000PTB0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 14/2011/GCNCP-VSD do VSD cấp lần đầu ngày 18/02/2011, Số: 14/2011/GCNCP-VSD-11 cấp thay đổi lần 11 ngày 16/07/2018"
Tổng số chứng khoán đăng ký:,48.599.441 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,485.994.410.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
