Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn HAPACO
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn HAPACO
Mã chứng khoán:,HAP
Mã ISIN:,VN000000HAP7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 13/GCN/TTGD2 do TTGDCK Tp. Hồ Chí Minh cấp lần đầu ngày 02/08/2000, Số 13/2000/GCNCP-VSD-15 do VSD cấp thay đổi lần thứ 15 ngày 23/03/2022"
Tổng số chứng khoán đăng ký:,111.097.772 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.110.977.720.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
