Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Văn Phú - Invest
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Văn Phú - Invest
Mã chứng khoán:,VPI
Mã ISIN:,VN000000VPI1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 208/2017/GCNCP-VSD do VSD cấp ngày 02/11/2017; số 208/2017/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 02/12/2021
Tổng số chứng khoán đăng ký:,219.999.780 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.199.997.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
