Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn MPT
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn MPT
Mã chứng khoán:,MPT
Mã ISIN:,VN000000MPT7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 83/2015/GCNCP-VSD do VSD cấp ngày 30/9/2015, Số 83/2015/GCNCP-VSD-5 thay đổi lần thứ 5 ngày 03/11/2021"
Tổng số chứng khoán đăng ký:,17.107.164 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,171.071.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
