Keys,Values
Tên TCPH:,"
Công ty cổ phần Xuất nhập khẩu Thủy sản Cần Thơ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xuất nhập khẩu Thủy sản Cần Thơ
Mã chứng khoán:,CCA
Mã ISIN:,VN000000CCA6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 51/2019/GCNCP-VSD do VSD cấp ngày 30/10/2019
Tổng số chứng khoán đăng ký:,15.092.326 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.923.260.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
