Keys,Values
Tên TCPH:,"
Tổng công ty cổ phần Đầu tư xây dựng và Thương mại Việt Nam
"
Tên chứng khoán:,Cổ phiếu Tổng công ty cổ phần Đầu tư Xây dựng và Thương mại Việt Nam
Mã chứng khoán:,CTX
Mã ISIN:,VN000000CTX2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"06/2012/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 28/02/2012, cấp thay đổi lần 1 số 06/2012/GCNCP-VSD-1 ngày 23/9/2019"
Tổng số chứng khoán đăng ký:,78.907.276 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,789.072.760.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
