Keys,Values
Tên TCPH:,"
Công ty cổ phần Địa chính và Tài nguyên Môi trường
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Địa chính và Tài nguyên Môi trường
Mã chứng khoán:,CER
Mã ISIN:,VN000000CER6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 169 /2017/GCNCP-VSD do VSD cấp ngày 31/08/2017
Tổng số chứng khoán đăng ký:,1.335.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,13.350.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
