Keys,Values
Tên TCPH:,"
Công ty cổ phần Khách sạn Sài Gòn
"
Tên chứng khoán:,Cổ phiếu CTCP Khách sạn Sài Gòn
Mã chứng khoán:,SGH
Mã ISIN:,VN000000SGH8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 05/2001/GCNCP-VSD do VSD cấp lần đầu ngày 29/06/2001, Số 05/2001/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 23/12/2016"
Tổng số chứng khoán đăng ký:,12.364.100 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,123.641.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
