Keys,Values
Tên TCPH:,"
Công ty cổ phần Phân bón Bình Điền
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phân bón Bình Điền
Mã chứng khoán:,BFC
Mã ISIN:,VN000000BFC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 58/2015/GCNCP-VSD do VSD cấp ngày 22/7/2015, Số 58/2015/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 10/10/2016"
Tổng số chứng khoán đăng ký:,57.167.993 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,571.679.930.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
