Keys,Values
Tên TCPH:,"
Công ty cổ phần Minh Khang Capital Trading Public
"
Tên chứng khoán:,Cổ phiếu CTCP Minh Khang Capital Trading Public
Mã chứng khoán:,CTP
Mã ISIN:,VN000000CTP8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 30/2016/GCNCP-VSD do VSD cấp ngày 20/04/2016, số 30/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 09/03/2020"
Tổng số chứng khoán đăng ký:,12.099.992 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,120.999.920.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
