Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây lắp Dầu khí Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp Dầu khí Hà Nội
Mã chứng khoán:,PXH
Mã ISIN:,VN000000PXH9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,68/2011/GCNCP-VSD do TTLKCK Việt Nam ngày 02/11/2011
Tổng số chứng khoán đăng ký:,30.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
