Keys,Values
Tên TCPH:,"
Công ty cổ phần Bánh kẹo Hải Hà
"
Tên chứng khoán:,Cổ phiếu CTCP Bánh kẹo Hải Hà
Mã chứng khoán:,HHC
Mã ISIN:,VN000000HHC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 08/2007/GCNCP-VSD do VSD cấp lần đầu ngày 02/11/2007, 08/2007/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 29/07/2016"
Tổng số chứng khoán đăng ký:,16.425.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,164.250.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
