Keys,Values
Tên TCPH:,"
Công ty cổ phần Sông Đà - Thăng Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sông Đà - Thăng Long
Mã chứng khoán:,STL
Mã ISIN:,VN000000STL3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 39/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 12/09/2008, Số 39/2008/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 31/08/2010"
Tổng số chứng khoán đăng ký:,15.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
