Keys,Values
Tên TCPH:,"
Công ty cổ phần Hóa phẩm dầu khí DMC – Miền Bắc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Hóa phẩm dầu khí DMC – Miền Bắc
Mã chứng khoán:,PCN
Mã ISIN:,VN000000PCN1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 89/2015/GCNCP-VSD do VSD cấp ngày 6/10/2015
Tổng số chứng khoán đăng ký:,3.924.550 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,39.245.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
