Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Phú Hưng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Phú Hưng
Mã chứng khoán:,PHS
Mã ISIN:,VN000000PHS9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 70/2018/GCNCP-VSD do VSD cấp lần đầu ngày 22/08/2018, Số: 70/2018/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 21/09/2021"
Tổng số chứng khoán đăng ký:,140.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.400.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
