Keys,Values
Tên TCPH:,"
Công ty Cổ phần Xi măng Tiên Sơn Hà Tây
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Xi măng Tiên Sơn Hà Tây
Mã chứng khoán:,TSM
Mã ISIN:,VN000000TSM1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 133/2010/GCNCP-VSD do VSD cấp ngày 16/06/2010
Tổng số chứng khoán đăng ký:,2.936.140 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,29.361.400.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
