Keys,Values
Tên TCPH:,"
CTCP Thép Nhà Bè -VNSTEEL
"
Tên chứng khoán:,Cổ phiếu CTCP Thép Nhà Bè -VNSTEEL
Mã chứng khoán:,TNB
Mã ISIN:,VN000000TNB5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 51/2010/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 26/02/2010, số 51/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 29/09/2016"
Tổng số chứng khoán đăng ký:,11.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,115.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
