Keys,Values
Tên TCPH:,"
Tập đoàn Vingroup – Công ty CP
"
Tên chứng khoán:,Trái phiếu VINGROUP 062015
Mã chứng khoán:,VIC11501
Mã ISIN:,VN0VIC115010
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 57/2015/GCNTP-VSD do VSD cấp ngày 7/9/2015
Tổng số chứng khoán đăng ký:,20.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành theo phương thức cố gắng tối đa
Lãi suất:,"năm đầu (11%/năm), năm sau (5%+ LS tham chiếu)"
Cách thức trả lãi:,"Lãi được trả sau, định kỳ vào ngày tròn 12 tháng từ ngày phát hành"
Kỳ hạn:,2 năm
Ngày phát hành:,02/06/2015
Ngày đáo hạn:,02/06/2017
Nơi quản lý tại VSD:,Trụ sở chính
