Keys,Values
Tên TCPH:,"
Công ty cổ phần Công nghệ cao Traphaco
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Công nghệ cao Traphaco
Mã chứng khoán:,CNC
Mã ISIN:,VN000000CNC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 38/2014/GCNCP-VSD do VSD cấp lần đầu ngày 30/5/2014, Số 38/2014/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 20/06/2018"
Tổng số chứng khoán đăng ký:,11.364.325 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,113.643.250.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
