Keys,Values
Tên TCPH:,"
CTCP Thực phẩm và Nước giải khát Dona Newtower
"
Tên chứng khoán:,Cổ phiếu CTCP Thực phẩm và Nước giải khát Dona Newtower
Mã chứng khoán:,DTF
Mã ISIN:,VN000000DTF7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 114/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 10/05/2010
Tổng số chứng khoán đăng ký:,10.723.266 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,107.232.660.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
