Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Kỹ thuật Viễn Thông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Kỹ thuật Viễn Thông
Mã chứng khoán:,TST
Mã ISIN:,VN000000TST6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 16/2007/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 03/12/2007
Tổng số chứng khoán đăng ký:,4.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,48.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
