Keys,Values
Tên TCPH:,"
Công ty cổ phần Viglacera Thăng Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Viglacera Thăng Long
Mã chứng khoán:,TLT
Mã ISIN:,VN000000TLT1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 14/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 30/11/2006, Số 14/2006/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 29/04/2010"
Tổng số chứng khoán đăng ký:,6.989.800 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,69.898.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
