Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận
Mã chứng khoán:,BMD
Mã ISIN:,VN000000BMD1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 15/2017/GCNCP-VSD do VSD cấp lần đầu ngày 12/01/2017
Tổng số chứng khoán đăng ký:,2.753.280 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.532.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
