Keys,Values
Tên TCPH:,"
Tổng Công ty Viglacera – CTCP
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Viglacera – CTCP
Mã chứng khoán:,VGC
Mã ISIN:,VN000000VGC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 80/2015/GCNCP-VSD do VSD cấp lần đầu ngày 22/9/2015, số 80/2015/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 01/02/2018"
Tổng số chứng khoán đăng ký:,448.350.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.483.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
