Keys,Values
Tên TCPH:,"
Công ty cổ phần May Hữu Nghị
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần May Hữu Nghị
Mã chứng khoán:,HNI
Mã ISIN:,VN000000HNI5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số: 204/2017/GCNCP-VSD do VSD cấp ngày 30/10/2017, Số: 204/2017/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 04/01/2018"
Tổng số chứng khoán đăng ký:,11.890.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,118.900.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
