Keys,Values
Tên TCPH:,"
Ngân hàng Chính sách Xã hội
"
Tên chứng khoán:,Trái phiếu Ngân hàng Chính sách Xã hội
Mã chứng khoán:,VBS111055
Mã ISIN:,VNVBS1110550
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,55/2011/GCNTP-VSD do TTLKCK Việt Nam cấp ngày 08/09/2011
Tổng số chứng khoán đăng ký:,2.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,12.5%/năm
Cách thức trả lãi:,Trả sau mỗi năm trùng với ngày phát hành
Kỳ hạn:,03 năm
Ngày phát hành:,05/09/2011
Ngày đáo hạn:,05/09/2014
Nơi quản lý tại VSD:,Trụ sở chính
