Keys,Values
Tên TCPH:,"
Công ty cổ phần - Viện Nghiên cứu Dệt May
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần – Viện Nghiên cứu Dệt May
Mã chứng khoán:,VDM
Mã ISIN:,VN000000VDM9
Loại chứng khoán:,Cổ phiếu phổ  thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số:   14CPH/2018/GCNCP-VSD do VSD cấp ngày 18/4/2018, Số: 29/2019/GCNCP-VSD cấp ngày 05/07/2019"
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
