Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn quản lý tài sản Trí Việt
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn quản lý tài sản Trí Việt
Mã chứng khoán:,TVC
Mã ISIN:,VN000000TVC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 40/2014/GCNCP-VSD do VSD cấp lần đầu ngày 09/06/2014, Số 40/2014/GCNCP-VSD-11 cấp thay đổi lần 11 ngày 04/01/2022"
Tổng số chứng khoán đăng ký:,118.610.670 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.186.106.700.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
