Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Năng lượng Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Năng lượng Việt Nam
Mã chứng khoán:,VPC
Mã ISIN:,VN000000VPC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 53/2009/GCNCP-TTLK do VSD cấp ngày 14/09/2009
Tổng số chứng khoán đăng ký:,5.625.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,56.250.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
