Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư xây dựng và phát triển Trường An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư xây dựng và phát triển Trường An
Mã chứng khoán:,TAD
Mã ISIN:,VN000000TAD8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 09/2016/GCNCP-VSD ngày 27/01/2016
Tổng số chứng khoán đăng ký:,14.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,145.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
