Keys,Values
Tên TCPH:,"
Tổng Công ty PISICO Bình Định - Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty PISICO Bình Định - Công ty cổ phần
Mã chứng khoán:,PIS
Mã ISIN:,VN000000PIS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 108/2015/GCNCP-VSD do VSD cấp ngày 12/11/2015 
Tổng số chứng khoán đăng ký:,27.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,275.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ 
Nơi quản lý tại VSD:,Trụ sở chính
