Keys,Values
Tên TCPH:,"
Công ty cổ phần Phân bón Miền Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phân bón Miền Nam
Mã chứng khoán:,SFG
Mã ISIN:,VN000000SFG2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 64/2014/GCNCP-VSD do VSD cấp ngày 11/09/2014, số 64/2014/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 12/10/2016"
Tổng số chứng khoán đăng ký:,47.897.333 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,478.973.330.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
