Keys,Values
Tên TCPH:,"
Công ty cổ phần Kỹ thuật ĐIện Sông Đà
"
Tên chứng khoán:,Cổ phiếu CTCP Kỹ thuật Điện Sông Đà
Mã chứng khoán:,SDE
Mã ISIN:,VN000000SDE2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 57/2010/GCNCP-VSD-1 do TTLKCK Việt Nam cấp lần đầu ngày 08/03/2010, cấp thay đổi lần thứ 1 ngày 25/04/2011"
Tổng số chứng khoán đăng ký:,1.751.092 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,17.510.920.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
