Keys,Values
Tên TCPH:,"
Trung tâm Giống Thủy sản Quảng Nam (Tên doanh nghiệp dự kiến sau khi cổ phần hóa:  Công ty cổ phần Giống Thủy sản Quảng Nam)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Giống Thủy sản Quảng Nam
Mã chứng khoán:,GQN
Mã ISIN:,VN000000GQN0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 20CPH/2019/GCNCP-VSD do VSD cấp ngày 23/12/2019
Tổng số chứng khoán đăng ký:,846.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,8.460.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
