Keys,Values
Tên TCPH:,"
Uỷ ban nhân dân tỉnh Quảng Ninh
"
Tên chứng khoán:,Trái phiếu Chính quyền địa phương tỉnh Quảng Ninh năm 2013
Mã chứng khoán:,QNGH13263
Mã ISIN:,VNQNGH132631
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 97/2013/GCNTP-VSD do TTLKCK Việt Nam cấp ngày 03/10/2013
Tổng số chứng khoán đăng ký:,8.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,800.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,"8,75%/năm"
Cách thức trả lãi:,Tiền lãi trái phiếu được trả sau mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn
Kỳ hạn:,3 năm
Ngày phát hành:,24/09/2013
Ngày đáo hạn:,24/09/2016
Nơi quản lý tại VSD:,Trụ sở chính
