Keys,Values
Tên TCPH:,"
Công ty TNHH MTV Đầu tư phát triển Chè Nghệ An (Tên doanh nghiệp dự kiến sau khi cổ phần hóa:  Công ty cổ phần Tổng Công ty chè Nghệ An)
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tổng Công ty chè Nghệ An
Mã chứng khoán:,CNA
Mã ISIN:,VN000000CNA3
Loại chứng khoán:,Cổ phần phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 06/CPH/2021/GCNCP-VSD do VSD cấp lần đầu ngày 01/11/2021
Tổng số chứng khoán đăng ký:,793.917 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,7.939.170.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
