Keys,Values
Tên TCPH:,"
Công ty cổ phần Masan MeatLife
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Masan MeatLife
Mã chứng khoán:,MML
Mã ISIN:,VN000000MML1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 61/2019/GCNCP-VSD do VSD cấp lần đầu ngày 27/11/2019; số 61/2019/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 28/10/2021
Tổng số chứng khoán đăng ký:,326.988.447 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.269.884.470.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
