Keys,Values
Tên TCPH:,"
Công ty cổ phần HTC Holding
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần HTC Holding
Mã chứng khoán:,CET
Mã ISIN:,VN000000CET2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 111/2016/GCNCP-VSD do VSD cấp lần đầu ngày 29/09/2016, Số: 111/2016/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 11/05/2021"
Tổng số chứng khoán đăng ký:,6.050.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,60.500.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
